date,event,common_name,genus,species,county,lifeform,group,dataset_num,invasive
5/25/11,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/24/11,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/17/10,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/27/09,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/27/08,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/10/07,FLOWER BUDS SWELLING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
7/12/06,LAST FLOWERS,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/17/06,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
6/24/05,LAST FLOWERS,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/20/05,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
6/9/04,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
6/4/04,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
6/1/04,FLOWER BUDS SWELLING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/25/04,FLOWER BUDS SWELLING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
6/4/03,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
6/11/02,FULL FLOWERING (GROUP),WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/30/01,FULL FLOWERING (GROUP),WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/24/01,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/12/00,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/24/94,FLOWER BUDS SWELLING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/14/93,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/24/91,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
6/3/90,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
5/11/87,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
6/7/84,FLOWERING,WATER ARUM,CALLA,PALUSTRIS,ITASCA,PLANTS,FORB,1,
7/28/16,LAST FLOWERS,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/15/16,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/2/16,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/11/15,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/29/15,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
8/24/14,LAST FLOWERS,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
8/6/13,LAST FLOWERS,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/5/13,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/16/12,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/21/12,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/14/12,FLOWER BUDS SWELLING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/6/11,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/30/11,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/18/10,LAST FLOWERS,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/9/10,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/28/10,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/27/09,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/15/09,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/30/09,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
8/27/08,LAST FLOWERS,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/7/08,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/11/07,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/20/07,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/18/06,LAST FLOWERS,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/25/06,FULL FLOWERING (GROUP),WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/24/05,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/29/04,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/27/03,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
9/29/02,LAST FLOWERS,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/28/02,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/27/02,FLOWER BUDS SWELLING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/2/01,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/29/01,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/24/99,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/27/94,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/15/93,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/1/91,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/29/90,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/8/89,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
6/23/88,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
7/9/87,FLOWERING,WATER HEMLOCK (SPOTTED COWBANE),CICUTA,MACULATA,ITASCA,PLANTS,FORB,1,
8/19/15,FULL FLOWERING (GROUP),WATER SMARTWEED,POLYGONUM,AMPHIBIUM,ITASCA,PLANTS,FORB,1,
8/3/15,FULL FLOWERING (GROUP),WATER SMARTWEED,POLYGONUM,AMPHIBIUM,ITASCA,PLANTS,FORB,1,
5/15/13,FLOWERING,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/12/11,FLOWERING,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/3/10,LAST FLOWERS,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/13/09,FLOWERING,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/21/08,FLOWERING,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/15/07,LAST FLOWERS,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/10/06,LAST FLOWERS,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/3/06,FLOWERING,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
4/28/05,FLOWERING,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/13/04,FLOWERING,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/9/03,POLLEN,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
5/10/93,FLOWERING,WEEPING WILLOW,SALIX,BABYLONICA,ITASCA,PLANTS,WOODY,1,
6/22/12,FLOWERING,WESTERN JACOB’S LADDER,POLEMONIUM,OCCIDENTALE,ITASCA,PLANTS,FORB,1,
6/18/05,FLOWERING,WESTERN JACOB’S LADDER,POLEMONIUM,OCCIDENTALE,ITASCA,PLANTS,FORB,1,
6/25/02,FLOWERING,WESTERN JACOB’S LADDER,POLEMONIUM,OCCIDENTALE,ITASCA,PLANTS,FORB,1,
7/27/01,LAST FLOWERS,WESTERN JACOB’S LADDER,POLEMONIUM,OCCIDENTALE,ITASCA,PLANTS,FORB,1,
9/23/16,LAST FLOWERS,WESTERN LINED ASTER,ASTER,HERPERIUS,ITASCA,PLANTS,FORB,1,
6/20/07,FLOWERING,WHITE AVENS,GEUM,CANADENSE,ITASCA,PLANTS,FORB,1,
11/10/16,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/11/16,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/5/16,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/24/15,FULL FLOWERING (GROUP),WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/12/15,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
9/5/13,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/20/13,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/10/13,FLOWER BUDS SWELLING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/3/12,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/13/11,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/11/11,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/6/11,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/15/10,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
9/30/10,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/4/10,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
7/7/09,FULL FLOWERING (GROUP),WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/16/09,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/20/08,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/30/08,FULL FLOWERING (GROUP),WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/20/08,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/1/07,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
5/29/07,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
5/23/06,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/6/05,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/8/04,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/12/03,FULL FLOWERING (GROUP),WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
5/26/03,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/10/02,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
7/18/02,FULL FLOWERING (GROUP),WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/14/02,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/1/01,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/29/01,FULL FLOWERING (GROUP),WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
5/29/01,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
9/23/99,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
5/31/99,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/15/94,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/7/94,FLOWER BUDS SWELLING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/1/93,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
9/16/93,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/1/93,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
10/7/92,LAST FLOWERS,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/8/92,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
5/30/91,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/1/90,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/1/87,FLOWERING,WHITE CAMPION ,SILENE,LATIFOLIA,ITASCA,PLANTS,FORB,1,YES
6/15/15,FULL FLOWERING (GROUP),WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
6/8/10,FLOWERING,WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
6/18/09,FLOWERING,WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
6/14/08,FLOWERING,WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
6/7/05,FLOWERING,WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
6/14/04,FLOWERING,WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
6/11/03,FLOWERING,WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
10/18/94,LAST FLOWERS,WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
6/7/94,FLOWERING,WHITE CLOVER,TRIFOLIUM,REPENS,ITASCA,PLANTS,FORB,1,
5/18/10,FLOWERING,WHITE OAK,QUERCUS,ALBA,ITASCA,PLANTS,WOODY,1,
5/8/06,FLOWERING,WHITE OAK,QUERCUS,ALBA,ITASCA,PLANTS,WOODY,1,
5/3/99,FLOWERING,WHITE OAK,QUERCUS,ALBA,ITASCA,PLANTS,WOODY,1,
6/25/13,POLLEN,WHITE PINE,PINUS,STROBUS,ITASCA,PLANTS,WOODY,1,
6/13/11,POLLEN,WHITE PINE,PINUS,STROBUS,ITASCA,PLANTS,WOODY,1,
5/23/03,POLLEN,WHITE PINE,PINUS,STROBUS,ITASCA,PLANTS,WOODY,1,
5/25/91,POLLEN,WHITE PINE,PINUS,STROBUS,ITASCA,PLANTS,WOODY,1,
5/15/08,FLOWERING,WHITE POPLAR,POPULUS,ALBA,ITASCA,PLANTS,WOODY,1,
5/18/12,POLLEN,WHITE SPRUCE,PICEA,GLAUCA,ITASCA,PLANTS,WOODY,1,
4/25/10,POLLEN,WHITE SPRUCE,PICEA,GLAUCA,ITASCA,PLANTS,WOODY,1,
10/25/16,LAST FLOWERS,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/18/16,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/22/12,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
7/6/11,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
10/15/10,LAST FLOWERS,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
10/6/10,LAST FLOWERS,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/25/10,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
7/12/09,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
10/16/08,LAST FLOWERS,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
10/1/07,LAST FLOWERS,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/21/07,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/29/06,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
10/20/05,LAST FLOWERS,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
7/12/04,FULL FLOWERING (GROUP),WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
7/7/04,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
8/31/03,LAST FLOWERS,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
8/5/02,FULL FLOWERING (GROUP),WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
8/2/02,FULL FLOWERING (GROUP),WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
7/18/02,FULL FLOWERING (GROUP),WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
7/1/02,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/29/01,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/4/93,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/5/92,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/7/91,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/8/90,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
6/19/87,FLOWERING,WHITE SWEET CLOVER,MELILOTUS,ALBA,ITASCA,PLANTS,FORB,1,YES
5/2/09,FLOWERING,WHITE TROUT LILY,ERYTHRONIUM,ALBIDUM,ITASCA,PLANTS,FORB,1,
8/29/12,LAST FLOWERS,WHITE TURTLEHEAD,CHELONE,GLABRA,ITASCA,PLANTS,FORB,1,
9/3/10,LAST FLOWERS,WHITE TURTLEHEAD,CHELONE,GLABRA,ITASCA,PLANTS,FORB,1,
8/9/10,FULL FLOWERING (GROUP),WHITE TURTLEHEAD,CHELONE,GLABRA,ITASCA,PLANTS,FORB,1,
8/28/07,LAST FLOWERS,WHITE TURTLEHEAD,CHELONE,GLABRA,ITASCA,PLANTS,FORB,1,
8/10/16,FLOWERING,WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/20/15,FULL FLOWERING (GROUP),WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/12/13,FULL FLOWERING (GROUP),WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
7/24/12,FLOWERING,WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/21/11,FULL FLOWERING (GROUP),WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/13/10,FULL FLOWERING (GROUP),WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/3/10,FLOWERING,WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/20/08,FLOWERING,WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
7/31/07,FLOWERING,WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/4/06,FULL FLOWERING (GROUP),WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/18/05,FULL FLOWERING (GROUP),WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
7/26/05,FLOWERING,WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
8/14/02,FLOWERING,WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
7/28/94,FLOWERING,WILD CUCUMBER,ECHINOCYSTIS,LOBATA,ITASCA,PLANTS,FORB,1,
6/20/16,FLOWERING,WILD GERANIUM,GERANIUM,MACULATUM,ITASCA,PLANTS,FORB,1,
6/20/11,FULL FLOWERING (GROUP),WILD GERANIUM,GERANIUM,MACULATUM,ITASCA,PLANTS,FORB,1,
7/7/03,FLOWERING,WILD GERANIUM,GERANIUM,MACULATUM,ITASCA,PLANTS,FORB,1,
5/21/08,FLOWERING,WILD GINGER,ASARUM,CANADENSE,ITASCA,PLANTS,FORB,1,
5/12/06,FLOWERING,WILD GINGER,ASARUM,CANADENSE,ITASCA,PLANTS,FORB,1,
5/9/04,FLOWERING,WILD GINGER,ASARUM,CANADENSE,ITASCA,PLANTS,FORB,1,
7/12/13,LAST FLOWERS,WILD HONEYSUCKLE,LONICERA,DIOICA,ITASCA,PLANTS,WOODY,1,
5/30/13,FLOWER BUDS SWELLING,WILD HONEYSUCKLE,LONICERA,DIOICA,ITASCA,PLANTS,WOODY,1,
5/28/12,FLOWER BUDS SWELLING,WILD HONEYSUCKLE,LONICERA,DIOICA,ITASCA,PLANTS,WOODY,1,
6/29/10,LAST FLOWERS,WILD HONEYSUCKLE,LONICERA,DIOICA,ITASCA,PLANTS,WOODY,1,
6/8/10,FLOWER BUDS SWELLING,WILD HONEYSUCKLE,LONICERA,DIOICA,ITASCA,PLANTS,WOODY,1,
6/8/05,FLOWERING,WILD HONEYSUCKLE,LONICERA,DIOICA,ITASCA,PLANTS,WOODY,1,
6/14/04,FLOWERING,WILD HONEYSUCKLE,LONICERA,DIOICA,ITASCA,PLANTS,WOODY,1,
7/30/08,FLOWERING,WILD LETTUCE,LACTUCA,CANADENSIS,ITASCA,PLANTS,FORB,1,
6/12/16,FULL FLOWERING (GROUP),WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
9/26/15,LAST FLOWERS,WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
6/26/15,FULL FLOWERING (GROUP),WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
6/16/11,FULL FLOWERING (GROUP),WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
6/17/09,FLOWERING,WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
6/17/03,FLOWERING,WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
6/20/99,FLOWERING,WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
6/10/94,FLOWERING,WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
6/5/85,FULL FLOWERING (GROUP),WILD LUPINE,LUPINUS,PERENNIS,ITASCA,PLANTS,FORB,1,
7/2/16,FLOWERING,WILD PARSNIP,PASTINACA,SATIVA,ITASCA,PLANTS,FORB,1,YES
7/11/15,FULL FLOWERING (GROUP),WILD PARSNIP,PASTINACA,SATIVA,ITASCA,PLANTS,FORB,1,YES
7/3/13,FLOWERING,WILD PARSNIP,PASTINACA,SATIVA,ITASCA,PLANTS,FORB,1,YES
7/3/12,FLOWERING,WILD PARSNIP,PASTINACA,SATIVA,ITASCA,PLANTS,FORB,1,YES
7/22/11,LAST FLOWERS,WILD PARSNIP,PASTINACA,SATIVA,ITASCA,PLANTS,FORB,1,YES
6/22/11,FLOWERING,WILD PARSNIP,PASTINACA,SATIVA,ITASCA,PLANTS,FORB,1,YES
7/2/10,FLOWERING,WILD PARSNIP,PASTINACA,SATIVA,ITASCA,PLANTS,FORB,1,YES
